Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
43887961,A Phoenix First Must Burn,Patrice Caldwell,"Caldwell, Patrice","Elizabeth Acevedo, Amerie, Dhonielle Clayton, Jalissa Corrie, Somaiya Daud, Charlotte Nicole Davis, Alaya Dawn Johnson, Justina Ireland, Danny Lore, L.L. McKinney, Danielle  Paige, Rebecca Roanhorse, Karen Strong, Ashley Woodfolk, Ibi Zoboi","=""""","=""""",0,4.03,Viking Books for Young Readers,ebook,368,2020,2020,,2020/07/06,to-read,to-read (#177),to-read,,,,0,,,0,,,,,
233221,Homo Ludens: A Study of the Play Element in Culture,Johan Huizinga,"Huizinga, Johan",,"=""0807046817""","=""9780807046814""",0,4.02,Beacon Press,Paperback,220,1971,1938,,2020/07/04,to-read,to-read (#176),to-read,,,,0,,,0,,,,,
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""1473211565""","=""9781473211568""",3,4.27,Gollancz,Paperback,448,2016,1997,2020/06/30,2020/06/18,,,read,,,,1,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.16,Grand Central Publishing,Paperback,345,2000,1993,,2020/06/28,to-read,to-read (#175),to-read,,,,0,,,0,,,,,
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith,"Smith, Chris","Christopher  Lee, Richard Taylor","=""0618391002""","=""9780618391004""",0,4.56,Houghton Mifflin Harcourt,Paperback,218,2003,2003,,2020/06/28,to-read,to-read (#174),to-read,,,,0,,,0,,,,,
72910,The Gift,Hafez,"Hafez, Hafez",Daniel Ladinsky,"=""0140195815""","=""9780140195811""",0,4.41,Penguin Compass,Paperback,333,1999,1999,,2020/06/28,to-read,to-read (#173),to-read,,,,0,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",0,4.39,Spiegel & Grau,Hardcover,152,2015,2015,,2020/06/28,to-read,to-read (#172),to-read,,,,0,,,0,,,,,
50742605,"The End of Mental Illness: How Neuroscience Is Transforming Psychiatry and Helping Prevent or Reverse Mood and Anxiety Disorders, ADHD, Addictions, PTSD, Psychosis, Personality Disorders, and More",Daniel G. Amen,"Amen, Daniel G.",,"=""1496438159""","=""9781496438157""",0,4.11,Tyndale Momentum,Hardcover,448,2020,,,2020/06/23,to-read,to-read (#171),to-read,,,,0,,,0,,,,,
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""0316219185""","=""9780316219181""",4,4.30,Orbit,Paperback,389,2014,1996,2020/06/18,2020/06/12,,,read,,,,1,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.33,Scribner,Hardcover,531,2014,2014,,2020/06/18,to-read,to-read (#170),to-read,,,,0,,,0,,,,,
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej","David French, Анджей Сапковски, Васил Велчев","=""0316219134""","=""9780316219136""",4,4.20,Orbit,Paperback,331,2013,1995,2020/06/12,2020/06/05,,,read,,,,1,,,0,,,,,
2753527,Loneliness: Human Nature and the Need for Social Connection,John T. Cacioppo,"Cacioppo, John T.",William Patrick,"=""0393061701""","=""9780393061703""",0,3.93,W. W. Norton  Company,Hardcover,336,2008,2008,,2020/06/11,to-read,to-read (#169),to-read,,,,0,,,0,,,,,
16158512,"Emotional First Aid: Practical Strategies for Treating Failure, Rejection, Guilt, and Other Everyday Psychological Injuries",Guy Winch,"Winch, Guy",,"=""1594631204""","=""9781594631207""",0,4.00,Avery,Hardcover,304,2013,2013,,2020/06/11,to-read,to-read (#168),to-read,,,,0,,,0,,,,,
36099978,Season of Storms (The Witcher #6),Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""0316441636""","=""9780316441636""",4,3.96,Orbit,Hardcover,419,2018,2013,2020/06/05,2020/05/29,,,read,,,,1,,,0,,,,,
40791418,Mujeres y poder,Mary Beard,"Beard, Mary",,"=""9584265210""","=""9789584265210""",0,4.04,Planeta,Paperback,112,,2017,,2020/06/03,to-read,to-read (#167),to-read,,,,0,,,0,,,,,
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel A. van der Kolk,"Kolk, Bessel A. van der",,"=""0670785938""","=""9780670785933""",0,4.48,Viking,Hardcover,443,2014,2014,,2020/06/03,to-read,to-read (#166),to-read,,,,0,,,0,,,,,
43124137,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,"=""1984821210""","=""9781984821218""",0,4.22,Ballantine Books,Hardcover,317,2019,2019,,2020/06/03,to-read,to-read (#165),to-read,,,,0,,,0,,,,,
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""031602919X""","=""9780316029193""",4,4.11,Hachette Book Group,Mass Market Paperback,420,2009,1994,2020/05/29,2019/12/31,,,read,,,,1,,,0,,,,,
1942479,Don Quijote de la Mancha I,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",,"=""8420727946""","=""9788420727943""",0,3.92,Grupo Anaya Comercial,Paperback,800,1998,1605,,2013/01/28,,,read,,,,1,,,0,,,,,
25454056,"Sword of Destiny (The Witcher, #0.75)",Andrzej Sapkowski,"Sapkowski, Andrzej",David A French,"=""""","=""""",3,4.30,Orbit,Kindle Edition,384,2015,1992,2020/05/15,2020/04/27,,,read,,,,1,,,0,,,,,
94318,Awareness: A de Mello Spirituality Conference in His Own Words,Anthony de Mello,"Mello, Anthony de",J. Francis Stroud,"=""0385249373""","=""9780385249379""",0,4.26,Image,Paperback,184,1992,1990,,2020/05/12,to-read,to-read (#164),to-read,,,,0,,,0,,,,,
44065777,The Unfair Advantage: How You Already Have What It Takes to Succeed,Ash Ali,"Ali, Ash",Hasan Kubba,"=""""","=""""",0,4.16,Profile Books,Hardcover,256,2020,,,2020/04/29,to-read,to-read (#163),to-read,,,,0,,,0,,,,,
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",4,4.13,Orbit,Kindle Edition,360,2008,1993,2020/04/27,2019/12/31,,,read,,,,1,,,0,,,,,
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,"Allen, David",,"=""0142000280""","=""9780142000281""",0,3.99,Penguin Group,Paperback,267,2002,2001,,2020/04/22,to-read,to-read (#162),to-read,,,,0,,,0,,,,,
27163013,"Ms. Marvel, Vol. 5: Super Famous",G. Willow Wilson,"Wilson, G. Willow","Takeshi Miyazawa, Saladin Ahmed, Adrian Alphona, Marco Failla, Hasan Minhaj, Rainbow Rowell, Carolin Hidalgo, Nico Leon, Cliff Chiang, Carolin Gidalgo, Cameron Stewart, Valerio Schiti","=""0785196110""","=""9780785196112""",0,4.24,Marvel ,Paperback,144,2016,2016,,2020/04/22,,,read,,,,5,,,0,,,,,
20898018,"Captain Marvel, Volume 1: Higher, Further, Faster, More",Kelly Sue DeConnick,"DeConnick, Kelly Sue",David López,"=""0785190139""","=""9780785190134""",0,4.07,Marvel,Paperback,136,2014,2014,,2020/04/22,,,read,,,,2,,,0,,,,,
53011908,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,"Farrow, Ronan",,"=""0316486639""","=""9780316486637""",0,4.45,"Little, Brown and Company",Hardcover,448,2019,2019,,2020/01/03,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
25066780,"Ms. Marvel, Vol. 4: Last Days",G. Willow Wilson,"Wilson, G. Willow",Adrian Alphona,"=""0785197362""","=""9780785197362""",0,4.22,Marvel,Paperback,120,2015,2015,,2020/03/12,,,read,,,,2,,,0,,,,,
23546843,"Ms. Marvel, Vol. 3: Crushed",G. Willow Wilson,"Wilson, G. Willow","Takeshi Miyazawa, Elmo Bondoc","=""0785192271""","=""9780785192275""",0,4.19,Marvel Comics,Paperback,112,2015,2015,,2020/03/12,,,read,,,,2,,,0,,,,,
23017947,"Ms. Marvel, Vol. 2: Generation Why",G. Willow Wilson,"Wilson, G. Willow","Adrian Alphona, Jacob Wyatt","=""0785190228""","=""9780785190226""",0,4.14,Marvel,Paperback,136,2015,2015,,2020/03/12,,,read,,,,2,,,0,,,,,
20898019,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,"Wilson, G. Willow",Adrian Alphona,"=""078519021X""","=""9780785190219""",0,4.12,Marvel,Paperback,120,2014,2014,,2018/11/05,,,read,,,,2,,,0,,,,,
52224787,Mindf*ck: Inside Cambridge Analytica’s Plot to Break the World,Christopher Wylie,"Wylie, Christopher",,"=""1788165063""","=""9781788165068""",5,4.46,Profile Books,Paperback,288,2019,2019,2019/12/31,2019/12/22,,,read,,,,1,,,0,,,,,
50841195,La historia indígena de Estados Unidos,Roxanne Dunbar-Ortiz,"Dunbar-Ortiz, Roxanne",,"=""8494966707""","=""9788494966705""",0,3.25,Capitán Swing Libros S.L.,Paperback,,2019,,,2019/12/29,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
38447290,Tomb Raider: Survivor's Crusade #3,Jackson Lanzing,"Lanzing, Jackson","Collin Kelly, Ashley Woods, Mike Atiyeh, Hannah Fisher, Michael Heisler","=""""","=""""",0,2.89,Dark Horse,Kindle Edition,20,2018,,,2020/01/28,,,read,,,,1,,,0,,,,,
39798384,Tomb Raider: Survivor's Crusade #4,Jackson Lanzing,"Lanzing, Jackson","Collin Kelly, Ashley Woods, Mike Atiyeh, Hannah Fisher","=""""","=""""",0,2.88,Dark Horse,Kindle Edition,23,2018,,,2020/01/28,,,read,,,,1,,,0,,,,,
37635557,Tomb Raider: Survivor's Crusade #2,Jackson Lanzing,"Lanzing, Jackson","Collin Kelly, Ashley Woods, Michael Atiyeh, Hannah Fisher","=""""","=""""",0,3.00,Dark Horse,Kindle Edition,22,2017,,,2020/01/28,,,read,,,,1,,,0,,,,,
36639388,Tomb Raider: Survivor's Crusade #1,Jackson Lanzing,"Lanzing, Jackson","Collin Kelly, Ashley Woods, Mike Atiyeh, Hannah Fisher","=""""","=""""",0,2.86,Dark Horse,Kindle Edition,22,2017,,,2020/01/28,,,read,,,,1,,,0,,,,,
41160292,Exhalation: Stories,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.28,Knopf,Kindle Edition,352,2019,2019,2020/01/22,2020/01/08,,,read,,,,1,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",0,3.97,Riverhead Books,Hardcover,81,2016,2014,,2020/01/16,to-read,to-read (#161),to-read,,,,0,,,0,,,,,
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,"=""0525429565""","=""9780525429562""",0,3.96,Viking,Hardcover,326,2016,2016,,2020/01/16,to-read,to-read (#160),to-read,,,,0,,,0,,,,,
43190272,"To Be Taught, If Fortunate",Becky Chambers,"Chambers, Becky",,"=""0062936018""","=""9780062936011""",0,4.21,Harper Voyager,Paperback,153,2019,2019,,2020/01/08,to-read,to-read (#159),to-read,,,,0,,,0,,,,,
48736461,Todos deberíamos ser feministas / Querida Ijeawele. Cómo educar en el feminismo,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",5,4.41,Literatura Random House,Kindle Edition,144,2019,,2020/01/07,2020/01/03,,,read,"Cristal clear explanations that flow and are a joy to read, a modern essential",,,1,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,"=""0618346260""","=""9780618346264""",0,4.44,Houghton Mifflin,Paperback,322,2003,1954,,2020/01/07,,,read,,,,1,,,0,,,,,
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",0,3.98,Broadway Paperbacks,Paperback,254,2006,2006,,2020/01/07,to-read,to-read (#158),to-read,,,,0,,,0,,,,,
43723901,Lifespan: Why We Age—and Why We Don't Have To,David A. Sinclair,"Sinclair, David A.",,"=""1501191977""","=""9781501191978""",0,4.21,Atria Books,Hardcover,432,2019,2019,,2020/01/03,to-read,to-read (#157),to-read,,,,0,,,0,,,,,
44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir Eyal,"Eyal, Nir",Julie Li,"=""194883653X""","=""9781948836531""",0,3.80,Benbella Books,Hardcover,273,2019,2019,,2020/01/03,to-read,to-read (#156),to-read,,,,0,,,0,,,,,
39999461,Never Enough: The Neuroscience and Experience of Addiction,Judith Grisel,"Grisel, Judith",,"=""0385542844""","=""9780385542845""",0,4.08,Doubleday Books,Hardcover,243,2019,2019,,2020/01/03,to-read,to-read (#155),to-read,,,,0,,,0,,,,,
44526650,"Crisis in the Red Zone: The Story of the Deadliest Ebola Outbreak in History, and of the Outbreaks to Come",Richard Preston,"Preston, Richard",,"=""0812998839""","=""9780812998832""",0,4.40,Random House,Hardcover,375,2019,2019,,2020/01/03,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
41552709,The Uninhabitable Earth: Life After Warming,David Wallace-Wells,"Wallace-Wells, David",,"=""0525576703""","=""9780525576709""",0,4.08,Tim Duggan Books,Hardcover,310,2019,2019,,2020/01/03,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Perez,"Perez, Caroline Criado",Anna Sak,"=""1419729071""","=""9781419729072""",0,4.42,Harry N. Abrams,Hardcover,411,2019,2019,,2020/01/03,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
43822665,Embrace Your Weird: Face Your Fears and Unleash Creativity,Felicia Day,"Day, Felicia",,"=""1982113227""","=""9781982113223""",0,4.01,Gallery Books,Paperback,272,2019,2019,,2020/01/03,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
40574441,Everything Is F*cked: A Book About Hope,Mark Manson,"Manson, Mark",,"=""0062888439""","=""9780062888433""",0,3.75,Harper,Hardcover,288,2019,2019,,2020/01/03,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
23212883,De animales a dioses,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.42,Debate,ebook,496,2014,2011,,2019/12/31,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
41187016,Witcher Series 6 Books Set Collection (The Witcher #1-6),Andrzej Sapkowski,"Sapkowski, Andrzej",David  French,"=""912359795X""","=""9789123597956""",0,4.50,Gollancz,Paperback,,,,,2019/12/31,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
164780,The Jewish State,Theodor Herzl,"Herzl, Theodor",,"=""0486258491""","=""9780486258492""",3,3.54,Dover Publications,Paperback,176,1989,1896,2019/12/19,2019/06/28,,,read,,,,1,,,0,,,,,
45321814,Antolog?a po?tica,Rainer Maria Rilke,"Rilke, Rainer Maria",,"=""8467047356""","=""9788467047356""",0,3.79,AUSTRAL,Paperback,,,1968,,2019/11/04,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
31950926,Learning Blender: A Hands-On Guide to Creating 3D Animated Characters,Oliver Villar,"Villar, Oliver",,"=""0134663462""","=""9780134663463""",0,3.89,Addison-Wesley Professional,Paperback,368,2017,2014,,2019/08/31,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
42521619,Memoirs of Bertha Von Suttner: The Records of an Eventful Life,Bertha von Suttner,"Suttner, Bertha von",,"=""0342311662""","=""9780342311668""",0,3.00,Franklin Classics,Paperback,474,2018,2010,,2019/06/28,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
43625299,¡Abajo las armas!,Bertha von Suttner,"Suttner, Bertha von",Olga García García,"=""""","=""""",0,4.12,Ediciones Cátedra,Kindle Edition,544,2014,1889,,2019/06/28,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
3828902,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana       Wright,"=""1603580557""","=""9781603580557""",0,4.27,Chelsea Green Publishing,Paperback,240,2008,2008,,2019/10/15,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
46223297,Permanent Record,Edward Snowden,"Snowden, Edward",,"=""1250237238""","=""9781250237231""",5,4.34,Metropolitan Books,Hardcover,339,2019,2019,2019/10/15,2019/10/04,,,read,,,,1,,,0,,,,,
67376,The Book of Love: Poems of Ecstasy and Longing,Rumi,"Rumi, Rumi",Coleman Barks,"=""0060750502""","=""9780060750503""",4,4.31,HarperOne,Paperback,206,2003,2002,2019/10/03,2019/06/27,,,read,,,,1,,,0,,,,,
35092411,Lo que pasa con la vida es que un día estarás muerto,David Shields,"Shields, David","Víctor Manuel Martínez, Miguel Ángel Serna","=""""","=""9788494297397""",4,3.35,Dioptrías,Paperback,293,2017,2008,2019/09/18,2018/02/18,,,read,,,,1,,,0,,,,,
29090844,The Stars Are Legion,Kameron Hurley,"Hurley, Kameron",,"=""""","=""""",4,3.65,Saga Press,Kindle Edition,400,2017,2017,2019/09/11,2019/06/26,,,read,,,,1,,,0,,,,,
223379,The Merchant and the Alchemist's Gate,Ted Chiang,"Chiang, Ted",,"=""1596061006""","=""9781596061002""",0,4.33,Subterranean Press,Hardcover,60,2007,2007,,2019/09/07,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
25670162,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""1447289234""","=""9781447289234""",5,4.24,Picador,Paperback,338,2015,2002,2019/09/07,2019/09/05,,,read,Modern sci-fi with a big SCI in it and clear discourse that reads like the best of the hitchhikers guide to the galaxy. These short stories were a delight,,,1,,,0,,,,,
31863389,Forensic Architecture: Violence at the Threshold of Detectability,Eyal Weizman,"Weizman, Eyal",,"=""1935408860""","=""9781935408864""",5,4.58,Zone Books,Hardcover,304,2017,2017,2019/06/12,2018/05/18,must,must (#7),read,,,,1,,,0,,,,,
13838309,3D Animation Essentials (Essentials (John Wiley)),Andy Beane,"Beane, Andy",,"=""1118147480""","=""9781118147481""",5,4.15,John Wiley & Sons,Paperback,352,2012,2012,2019/08/31,2019/08/26,academic,academic (#25),read,"This book is what it says on the tin.<br/>It will not teach you HOW to do anything in 3D, it is not a development book but it offers a great overview of techniques, siftware and industry workflows that are good to know and allow you to see the gaps in your own education as well as how to fix it.<br/><br/>Who this book is for: people interested in how animated movies or 3d things are made, beginners, career changers.<br/><br/>What this book isnt: this is not for experts, people working on the field or people looking to develop their skills in a specific software or learn HOW to do any thing mentioned in the book.<br/><br/>Great starter book, recommend it for beginners.",,,1,,,0,,,,,
278553,What We Owe to Each Other (Revised),T.M. Scanlon,"Scanlon, T.M.",,"=""067400423X""","=""9780674004238""",0,3.83,Belknap,Paperback,432,2000,1999,,2019/08/27,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
68494,"Perdido Street Station (New Crobuzon, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",3,3.96,Ballantine Del Rey,Mass Market Paperback,623,2003,2000,2017/11/25,2015/03/04,,,read,"Liked it, didn’t love it. Takes 300 pages to get into into.<br/>The descriptions feel lazy, like the author KNOWS what he wants to convey but does not know how to convey it. Depressing beginning, plot and ending. This one is consistent in tone.<br/><br/>Some imaginative lore, nothing groundbreaking.",,,2,,,0,,,,,
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""""","=""""",0,4.47,Amy Einhorn Books/G.P. Putnam's Sons,Hardcover,451,2009,2009,,2019/08/15,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.15,Crown Publishing Group (NY),Hardcover,336,2019,2019,,2019/08/06,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
29004593,Un cuento oscuro,Naomi Novik,"Novik, Naomi",Julio Hermoso,"=""8408151487""","=""9788408151487""",5,4.07,Planeta,Hardcover,688,2016,2015,2019/08/05,2019/07/29,,,read,"Couldn’t put it down. A tale with heries and villains that are not so rudimentary as to be unsatisfying, magic, real people and a lot of adventures.<br/><br/>You should read it yourself, I don’t want to spoil too much.<br/><br/>The only nitpick is the magic system playing fast and loose with the rules, well there are no rules. There is a hint, barely there of a would have been hard magic rules with Sarkan but it all goes out the window with “and then I improvised a spell with magic I pulled from god knows where because I was already exhausted before”<br/><br/>Even then, the plot and characters are good enough that this becomes a minor inconvenience for hard rules lovers like myself",,,1,,,0,,,,,
6084144,La teoría del todo: El origen y el destino del universo,Stephen Hawking,"Hawking, Stephen",Debate,"=""9871117477""","=""9789871117475""",4,4.17,Debate,,,,2002,2019/07/28,2019/07/03,,,read,,,,1,,,0,,,,,
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.22,Tor Books,Kindle Edition,366,2013,2013,,2019/07/19,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
18077752,"Acceptance (Southern Reach, #3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104115""","=""9780374104115""",3,3.59,"Farrar, Straus and Giroux",Paperback,341,2014,2014,2019/07/19,2018/11/06,,,read,,,,1,,,0,,,,,
10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",Kelly McGonigal,"McGonigal, Kelly",,"=""1583334386""","=""9781583334386""",0,4.15,Avery,Hardcover,275,2011,2011,,2019/07/16,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
18077769,"Authority (Southern Reach, #2)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104107""","=""9780374104108""",3,3.51,"Farrar, Straus and Giroux",Paperback,341,2014,2014,2019/07/13,2018/11/06,,,read,,,,1,,,0,,,,,
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",5,3.70,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2019/07/08,2018/11/06,,,read,,,,1,,,0,,,,,
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",,"=""0812992180""","=""9780812992182""",3,3.94,Villard Books,Paperback,205,2002,2002,2019/07/05,2018/11/12,,,read,,,,1,,,0,,,,,
2244891,El mundo de ayer,Stefan Zweig,"Zweig, Stefan","Joan Fontcuberta, Agata Orzeszek","=""8495359499""","=""9788495359490""",5,4.48,El Acantilado,Paperback,552,2003,1941,2019/07/02,2019/06/25,,,read,,,,1,,,0,,,,,
31081309,¡Abajo las armas!,Bertha von Suttner,"Suttner, Bertha von",,"=""""","=""9788437632223""",0,4.12,Editorial Cátedra,Paperback,544,2014,1889,,2019/06/28,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
7613,Animal Farm,George Orwell,"Orwell, George","Boris Grabnar, Celâl Üster, Peter Škerl","=""0452284244""","=""9780452284241""",0,3.95,NAL,Paperback,122,2003,1945,,2019/06/27,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
304079,The Essential Rumi,Rumi,"Rumi, Rumi",Coleman Barks,"=""0062509594""","=""9780062509598""",0,4.41,HarperOne,Paperback,416,2004,1273,,2019/06/27,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
66354,Flow: The Psychology of Optimal Experience,Mihaly Csikszentmihalyi,"Csikszentmihalyi, Mihaly",,"=""0060920432""","=""9780060920432""",0,4.11,Harper Perennial,Paperback,303,1990,1990,,2019/06/27,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0143037579""","=""9780143037576""",0,4.00,Penguin Books,Paperback,160,2006,1843,,2019/06/26,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","R.J. Hollingdale, Michael Tanner","=""014044923X""","=""9780140449235""",0,4.00,Penguin Classics,Paperback,240,2003,1886,,2019/06/26,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
20727654,The Paper Magician,Charlie N. Holmberg,"Holmberg, Charlie N.",,"=""1477823832""","=""9781477823835""",0,3.65,47North,Paperback,222,2014,2014,,2019/06/26,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
44143224,"The Eyes of Tamburah (Archives of the Invisible Sword, #1)",Maria V. Snyder,"Snyder, Maria V.",,"=""1489252800""","=""9781489252807""",0,4.04,HQ Young Adult,Paperback,484,2019,2019,,2019/06/26,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",3,4.19,Houghton Mifflin Harcourt,Kindle Edition,237,2013,1949,2019/06/25,2018/10/31,,,read,,,,1,,,0,,,,,
41587567,Los asquerosos,Santiago Lorenzo,"Lorenzo, Santiago",Guim Tió,"=""8417059997""","=""9788417059996""",5,3.82,Blackie Books,Hardcover,221,2018,2018,2019/06/17,2019/06/12,,,read,,,,1,,,0,,,,,
43081238,Certificación de Google AdWords. Fundamentos de AdWords. (Objetivo:#Web),Noëlle Amir,"Amir, Noëlle",Pierre-Henri Coffinet,"=""""","=""9782409004421""",0,0.0,Ediciones ENI,Paperback,385,2017,2017,,2018/12/02,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.36,Sceptre,Hardcover,342,2018,2018,,2018/11/08,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
39027664,Differently Morphous,Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""""","=""""",5,3.89,"Audible Originals, LLC.",Audiobook,,2018,2019,2019/06/05,2019/05/03,,,read,,,,1,,,0,,,,,
18778264,The Disestablishment of Paradise,Phillip Mann,"Mann, Phillip",,"=""0575132639""","=""9780575132634""",3,3.18,Gollancz,Paperback,516,2014,2013,2019/05/29,2019/02/23,,,read,,,,1,,,0,,,,,
27200853,Fog Juice,Yahtzee Croshaw,"Croshaw, Yahtzee",,"=""""","=""""",0,3.42,,ebook,,,,,2019/05/03,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
10435564,El Principio De Peter: Tratado Sobre La Incompetencia O Por Qué Las Cosas Van Siempre Mal,Laurence J. Peter,"Peter, Laurence J.",Raymond Hull,"=""8401440491""","=""9788401440496""",5,3.45,Plaza &amp; Jones,,154,1975,1975,2019/04/30,2019/04/23,"academic, must","academic (#24), must (#6)",read,,,,1,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.07,Crown Publishing Group,Hardcover,370,2010,2010,,2019/03/29,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
209594,Household Stories by the Brothers Grimm,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Walter Crane, Lucy Crane","=""0486210804""","=""9780486210803""",3,3.95,Dover Publications,Paperback,304,1963,1812,2013/06/06,2013/06/04,,,read,,,,1,,,0,,,,,
37954228,Feminasty: The Complicated Woman's Guide to Surviving the Patriarchy Without Drinking Herself to Death,Erin Gibson,"Gibson, Erin",,"=""1455571865""","=""9781455571864""",0,4.06,Grand Central Publishing,Hardcover,288,2018,2018,,2019/02/24,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
